IUCN,SPEC,COU,Value
VULNERABLE_IND,FISH_TOT,SWE,8
THREATENED_IND,MAMMAL,SWE,14
THREATENED_IND,BIRD,SWE,52
THREATENED_IND,REPTILE,SWE,2
THREATENED_IND,AMPHIBIAN,SWE,5
THREATENED_IND,FISH_TOT,SWE,20
THREAT_PERCENT,MAMMAL,SWE,21.538
THREAT_PERCENT,BIRD,SWE,20.233
THREAT_PERCENT,REPTILE,SWE,33.333
THREAT_PERCENT,AMPHIBIAN,SWE,38.462
THREAT_PERCENT,VASCULAR_PLANT,SWE,17.297
THREAT_PERCENT,FISH_TOT,SWE,14.184
IND_PERCENT,MAMMAL,SWE,21.538
IND_PERCENT,BIRD,SWE,20.233
IND_PERCENT,REPTILE,SWE,33.333
IND_PERCENT,AMPHIBIAN,SWE,38.462
IND_PERCENT,FISH_TOT,SWE,14.184
TOT_KNOWN,FISH_TOT,CHE,70
TOT_KNOWN,FRESHW_F,CHE,70
TOT_KNOWN_IND,FISH_TOT,CHE,55
TOT_KNOWN_IND,FRESHW_F,CHE,55
ENDANGERED_IND,FISH_TOT,CHE,5
ENDANGERED_IND,FRESHW_F,CHE,5
CRITICAL_IND,FISH_TOT,CHE,6
CRITICAL_IND,FRESHW_F,CHE,6
VULNERABLE_IND,FISH_TOT,CHE,13
VULNERABLE_IND,FRESHW_F,CHE,13
THREATENED_IND,MAMMAL,CHE,34
THREATENED_IND,BIRD,CHE,71
THREATENED_IND,REPTILE,CHE,15
THREATENED_IND,AMPHIBIAN,CHE,13
THREATENED_IND,VASCULAR_PLANT,CHE,670
THREATENED_IND,FISH_TOT,CHE,24
THREATENED_IND,FRESHW_F,CHE,24
IND_PERCENT,MAMMAL,CHE,41.975
IND_PERCENT,BIRD,CHE,35.678
IND_PERCENT,REPTILE,CHE,78.947
IND_PERCENT,AMPHIBIAN,CHE,72.222
IND_PERCENT,VASCULAR_PLANT,CHE,25.641
IND_PERCENT,FISH_TOT,CHE,43.636
IND_PERCENT,FRESHW_F,CHE,43.636
TOT_KNOWN,FISH_TOT,TUR,716
TOT_KNOWN,MARINE_F,TUR,480
TOT_KNOWN,FRESHW_F,TUR,236
THREAT_PERCENT,MAMMAL,TUR,14.286
THREAT_PERCENT,BIRD,TUR,3.696
THREAT_PERCENT,AMPHIBIAN,TUR,7.092
THREAT_PERCENT,VASCULAR_PLANT,TUR,10.951
TOT_KNOWN,FISH_TOT,GBR,622
ENDANGERED,FRESHW_F,GBR,3
VULNERABLE,FRESHW_F,GBR,1
THREATENED,FRESHW_F,GBR,4
ENDANGERED_IND,FISH_TOT,GBR,11
ENDANGERED_IND,FRESHW_F,GBR,1
CRITICAL_IND,FISH_TOT,GBR,7
VULNERABLE_IND,FISH_TOT,GBR,24
THREATENED_IND,MAMMAL,GBR,11
THREATENED_IND,BIRD,GBR,134
THREATENED_IND,VASCULAR_PLANT,GBR,826
THREATENED_IND,FISH_TOT,GBR,42
THREATENED_IND,FRESHW_F,GBR,1
THREAT_PERCENT,VASCULAR_PLANT,GBR,18.106
TOT_KNOWN,FRESHW_F,USA,882
TOT_KNOWN_IND,FRESHW_F,USA,808
ENDANGERED,FRESHW_F,USA,72
CRITICAL,FRESHW_F,USA,99
VULNERABLE,FRESHW_F,USA,109
THREATENED,FRESHW_F,USA,280
ENDANGERED_IND,FRESHW_F,USA,71
CRITICAL_IND,FRESHW_F,USA,98
VULNERABLE_IND,FRESHW_F,USA,109
THREATENED_IND,MAMMAL,USA,76
THREATENED_IND,BIRD,USA,97
THREATENED_IND,REPTILE,USA,61
THREATENED_IND,AMPHIBIAN,USA,109
THREATENED_IND,VASCULAR_PLANT,USA,5366
THREATENED_IND,FRESHW_F,USA,278
THREAT_PERCENT,MAMMAL,USA,17.219
THREAT_PERCENT,BIRD,USA,12.154
THREAT_PERCENT,REPTILE,USA,17.971
THREAT_PERCENT,AMPHIBIAN,USA,40.37
THREAT_PERCENT,VASCULAR_PLANT,USA,27.467
THREAT_PERCENT,FRESHW_F,USA,31.746
IND_PERCENT,MAMMAL,USA,17.757
IND_PERCENT,BIRD,USA,12.663
IND_PERCENT,REPTILE,USA,20.266
IND_PERCENT,AMPHIBIAN,USA,41.923
IND_PERCENT,VASCULAR_PLANT,USA,32.963
IND_PERCENT,FRESHW_F,USA,34.406
TOT_KNOWN_IND,FISH_TOT,CHL,1226
TOT_KNOWN_IND,MARINE_F,CHL,1182
TOT_KNOWN_IND,FRESHW_F,CHL,44
ENDANGERED,FISH_TOT,CHL,23
ENDANGERED,FRESHW_F,CHL,23
VULNERABLE,FISH_TOT,CHL,14
VULNERABLE,MARINE_F,CHL,1
VULNERABLE,FRESHW_F,CHL,13
THREATENED,FISH_TOT,CHL,38
THREATENED,MARINE_F,CHL,1
THREATENED,FRESHW_F,CHL,37
ENDANGERED_IND,FISH_TOT,CHL,23
ENDANGERED_IND,FRESHW_F,CHL,23
VULNERABLE_IND,FISH_TOT,CHL,14
VULNERABLE_IND,MARINE_F,CHL,1
VULNERABLE_IND,FRESHW_F,CHL,13
THREATENED_IND,MAMMAL,CHL,36
THREATENED_IND,BIRD,CHL,45
THREATENED_IND,REPTILE,CHL,52
THREATENED_IND,AMPHIBIAN,CHL,44
THREATENED_IND,VASCULAR_PLANT,CHL,418
THREATENED_IND,FISH_TOT,CHL,38
THREATENED_IND,MARINE_F,CHL,1
THREATENED_IND,FRESHW_F,CHL,37
THREAT_PERCENT,MAMMAL,CHL,20.571
THREAT_PERCENT,BIRD,CHL,9.036
THREAT_PERCENT,REPTILE,CHL,39.695
THREAT_PERCENT,AMPHIBIAN,CHL,67.692
IND_PERCENT,MAMMAL,CHL,22.222
IND_PERCENT,BIRD,CHL,9.146
IND_PERCENT,REPTILE,CHL,42.623
IND_PERCENT,AMPHIBIAN,CHL,68.75
IND_PERCENT,FISH_TOT,CHL,3.1
IND_PERCENT,MARINE_F,CHL,0.085
IND_PERCENT,FRESHW_F,CHL,84.091
TOT_KNOWN,FISH_TOT,EST,85
TOT_KNOWN,MARINE_F,EST,64
TOT_KNOWN,FRESHW_F,EST,41
TOT_KNOWN_IND,FISH_TOT,EST,65
TOT_KNOWN_IND,MARINE_F,EST,54
TOT_KNOWN_IND,FRESHW_F,EST,38
ENDANGERED,FISH_TOT,EST,1
CRITICAL,FISH_TOT,EST,4
CRITICAL,MARINE_F,EST,2
CRITICAL,FRESHW_F,EST,4
VULNERABLE,FISH_TOT,EST,1
VULNERABLE,FRESHW_F,EST,1
THREATENED,FISH_TOT,EST,6
THREATENED,MARINE_F,EST,2
THREATENED,FRESHW_F,EST,5
ENDANGERED_IND,FISH_TOT,EST,1
CRITICAL_IND,FISH_TOT,EST,4
CRITICAL_IND,MARINE_F,EST,2
CRITICAL_IND,FRESHW_F,EST,4
VULNERABLE_IND,FISH_TOT,EST,1
VULNERABLE_IND,FRESHW_F,EST,1
THREATENED_IND,MAMMAL,EST,2
THREATENED_IND,BIRD,EST,38
THREATENED_IND,REPTILE,EST,1
THREATENED_IND,AMPHIBIAN,EST,4
THREATENED_IND,VASCULAR_PLANT,EST,178
THREATENED_IND,FISH_TOT,EST,6
THREATENED_IND,MARINE_F,EST,2
THREATENED_IND,FRESHW_F,EST,5
THREAT_PERCENT,MAMMAL,EST,3.077
THREAT_PERCENT,BIRD,EST,10.08
THREAT_PERCENT,REPTILE,EST,50
THREAT_PERCENT,AMPHIBIAN,EST,44.444
THREAT_PERCENT,VASCULAR_PLANT,EST,9.388
THREAT_PERCENT,FISH_TOT,EST,7.059
THREAT_PERCENT,MARINE_F,EST,3.125
THREAT_PERCENT,FRESHW_F,EST,12.195
IND_PERCENT,MAMMAL,EST,3.279
IND_PERCENT,BIRD,EST,10.27
IND_PERCENT,REPTILE,EST,50
IND_PERCENT,AMPHIBIAN,EST,50
IND_PERCENT,VASCULAR_PLANT,EST,13.333
IND_PERCENT,FISH_TOT,EST,9.231
IND_PERCENT,MARINE_F,EST,3.704
IND_PERCENT,FRESHW_F,EST,13.158
THREATENED_IND,MAMMAL,ISR,61
THREATENED_IND,REPTILE,ISR,35
IND_PERCENT,MAMMAL,ISR,58.095
IND_PERCENT,REPTILE,ISR,33.333
TOT_KNOWN,FRESHW_F,RUS,277
THREATENED,FRESHW_F,RUS,34
THREAT_PERCENT,MAMMAL,RUS,12.5
THREAT_PERCENT,BIRD,RUS,7.65
THREAT_PERCENT,REPTILE,RUS,12
THREAT_PERCENT,AMPHIBIAN,RUS,18.519
THREAT_PERCENT,VASCULAR_PLANT,RUS,1.763
THREAT_PERCENT,FRESHW_F,RUS,12.274
TOT_KNOWN,FISH_TOT,SVN,273
TOT_KNOWN,MARINE_F,SVN,188
TOT_KNOWN,FRESHW_F,SVN,85
ENDANGERED,FISH_TOT,SVN,40
ENDANGERED,MARINE_F,SVN,9
ENDANGERED,FRESHW_F,SVN,31
VULNERABLE,FISH_TOT,SVN,10
VULNERABLE,MARINE_F,SVN,1
VULNERABLE,FRESHW_F,SVN,9
THREATENED,FISH_TOT,SVN,50
THREATENED,MARINE_F,SVN,10
THREATENED,FRESHW_F,SVN,40
ENDANGERED_IND,FISH_TOT,SVN,40
ENDANGERED_IND,MARINE_F,SVN,9
ENDANGERED_IND,FRESHW_F,SVN,31
VULNERABLE_IND,FISH_TOT,SVN,10
VULNERABLE_IND,MARINE_F,SVN,1
VULNERABLE_IND,FRESHW_F,SVN,9
THREATENED_IND,MAMMAL,SVN,34
THREATENED_IND,BIRD,SVN,105
THREATENED_IND,REPTILE,SVN,18
THREATENED_IND,AMPHIBIAN,SVN,17
THREATENED_IND,VASCULAR_PLANT,SVN,334
THREATENED_IND,FISH_TOT,SVN,50
THREATENED_IND,MARINE_F,SVN,10
THREATENED_IND,FRESHW_F,SVN,40
THREAT_PERCENT,MAMMAL,SVN,38.202
THREAT_PERCENT,BIRD,SVN,27.632
THREAT_PERCENT,REPTILE,SVN,75
THREAT_PERCENT,AMPHIBIAN,SVN,80.952
THREAT_PERCENT,VASCULAR_PLANT,SVN,9.676
THREAT_PERCENT,FISH_TOT,SVN,18.315
THREAT_PERCENT,MARINE_F,SVN,5.319
THREAT_PERCENT,FRESHW_F,SVN,47.059
IND_PERCENT,BIRD,SVN,28.767
IND_PERCENT,REPTILE,SVN,75
IND_PERCENT,AMPHIBIAN,SVN,80.952
IND_PERCENT,VASCULAR_PLANT,SVN,10.709
TOT_KNOWN_IND,VASCULAR_PLANT,CHL,5670
CRITICAL,MAMMAL,CHL,3
CRITICAL,AMPHIBIAN,CHL,10
CRITICAL,VASCULAR_PLANT,CHL,71
CRITICAL,FISH_TOT,CHL,1
CRITICAL,FRESHW_F,CHL,1
CRITICAL_IND,MAMMAL,CHL,3
CRITICAL_IND,AMPHIBIAN,CHL,10
CRITICAL_IND,VASCULAR_PLANT,CHL,71
CRITICAL_IND,FISH_TOT,CHL,1
CRITICAL_IND,FRESHW_F,CHL,1
IND_PERCENT,VASCULAR_PLANT,CHL,7.372
TOT_KNOWN,FISH_TOT,FRA,69
ENDANGERED,FISH_TOT,ITA,12
ENDANGERED,MARINE_F,ITA,6
CRITICAL,FISH_TOT,ITA,21
CRITICAL,MARINE_F,ITA,10
VULNERABLE,FISH_TOT,ITA,14
VULNERABLE,MARINE_F,ITA,6
THREATENED,FISH_TOT,ITA,47
THREATENED,MARINE_F,ITA,22
THREAT_PERCENT,FISH_TOT,ITA,7.332
THREAT_PERCENT,MARINE_F,ITA,4.044
TOT_KNOWN,FISH_TOT,NZL,289
TOT_KNOWN,MARINE_F,NZL,214
TOT_KNOWN_IND,FISH_TOT,NZL,258
TOT_KNOWN_IND,MARINE_F,NZL,204
ENDANGERED_IND,FISH_TOT,NZL,6
CRITICAL_IND,FISH_TOT,NZL,4
VULNERABLE_IND,FISH_TOT,NZL,12
THREATENED_IND,FISH_TOT,NZL,22
IND_PERCENT,FISH_TOT,NZL,8.527
ENDANGERED_IND,VASCULAR_PLANT,SWE,114
CRITICAL_IND,VASCULAR_PLANT,SWE,43
VULNERABLE_IND,VASCULAR_PLANT,SWE,113
THREATENED_IND,VASCULAR_PLANT,SWE,270
IND_PERCENT,VASCULAR_PLANT,SWE,17.297
TOT_KNOWN,MOSS,CAN,1373
TOT_KNOWN_IND,MOSS,CAN,1364
ENDANGERED,MOSS,CAN,85
ENDANGERED,LICHEN,CAN,51
VULNERABLE,MOSS,CAN,134
VULNERABLE,LICHEN,CAN,63
THREATENED,MOSS,CAN,294
THREATENED,LICHEN,CAN,184
ENDANGERED_IND,MOSS,CAN,85
ENDANGERED_IND,LICHEN,CAN,51
VULNERABLE_IND,MOSS,CAN,134
VULNERABLE_IND,LICHEN,CAN,63
THREATENED_IND,MOSS,CAN,294
THREATENED_IND,LICHEN,CAN,184
THREAT_PERCENT,MOSS,CAN,21.413
IND_PERCENT,MOSS,CAN,21.554
TOT_KNOWN,MOSS,FIN,892
TOT_KNOWN,LICHEN,FIN,1594
TOT_KNOWN,INVERTEB,FIN,23950
TOT_KNOWN_IND,MOSS,FIN,892
TOT_KNOWN_IND,LICHEN,FIN,1594
TOT_KNOWN_IND,INVERTEB,FIN,23950
ENDANGERED,REPTILE,FIN,0
ENDANGERED,AMPHIBIAN,FIN,1
ENDANGERED,MOSS,FIN,70
ENDANGERED,LICHEN,FIN,81
ENDANGERED,INVERTEB,FIN,393
CRITICAL,REPTILE,FIN,0
CRITICAL,AMPHIBIAN,FIN,0
CRITICAL,MOSS,FIN,37
CRITICAL,LICHEN,FIN,63
CRITICAL,INVERTEB,FIN,123
VULNERABLE,MOSS,FIN,76
VULNERABLE,LICHEN,FIN,124
VULNERABLE,INVERTEB,FIN,739
THREATENED,MOSS,FIN,183
THREATENED,LICHEN,FIN,268
THREATENED,INVERTEB,FIN,1255
ENDANGERED_IND,AMPHIBIAN,FIN,1
ENDANGERED_IND,MOSS,FIN,70
ENDANGERED_IND,LICHEN,FIN,81
ENDANGERED_IND,INVERTEB,FIN,393
CRITICAL_IND,MOSS,FIN,37
CRITICAL_IND,LICHEN,FIN,63
CRITICAL_IND,INVERTEB,FIN,123
VULNERABLE_IND,MOSS,FIN,76
VULNERABLE_IND,LICHEN,FIN,124
VULNERABLE_IND,INVERTEB,FIN,739
THREATENED_IND,MOSS,FIN,183
THREATENED_IND,LICHEN,FIN,268
THREATENED_IND,INVERTEB,FIN,1255
THREAT_PERCENT,MOSS,FIN,20.516
THREAT_PERCENT,LICHEN,FIN,16.813
THREAT_PERCENT,INVERTEB,FIN,5.24
IND_PERCENT,MOSS,FIN,20.516
IND_PERCENT,LICHEN,FIN,16.813
IND_PERCENT,INVERTEB,FIN,5.24
TOT_KNOWN,FISH_TOT,DEU,186
TOT_KNOWN,MARINE_F,DEU,93
TOT_KNOWN,MOSS,DEU,1121
TOT_KNOWN,LICHEN,DEU,1794
TOT_KNOWN,INVERTEB,DEU,10256
TOT_KNOWN_IND,FISH_TOT,DEU,172
TOT_KNOWN_IND,MARINE_F,DEU,93
TOT_KNOWN_IND,MOSS,DEU,1121
TOT_KNOWN_IND,LICHEN,DEU,1794
TOT_KNOWN_IND,INVERTEB,DEU,10165
ENDANGERED,FISH_TOT,DEU,14
ENDANGERED,MARINE_F,DEU,5
ENDANGERED,MOSS,DEU,104
ENDANGERED,LICHEN,DEU,165
ENDANGERED,INVERTEB,DEU,1011
CRITICAL,AMPHIBIAN,DEU,0
CRITICAL,FISH_TOT,DEU,12
CRITICAL,MARINE_F,DEU,4
CRITICAL,MOSS,DEU,28
CRITICAL,LICHEN,DEU,306
CRITICAL,INVERTEB,DEU,559
VULNERABLE,FISH_TOT,DEU,23
VULNERABLE,MARINE_F,DEU,12
VULNERABLE,MOSS,DEU,327
VULNERABLE,LICHEN,DEU,456
VULNERABLE,INVERTEB,DEU,2183
THREATENED,FISH_TOT,DEU,49
THREATENED,MARINE_F,DEU,21
THREATENED,MOSS,DEU,459
THREATENED,LICHEN,DEU,927
THREATENED,INVERTEB,DEU,3753
ENDANGERED_IND,FISH_TOT,DEU,14
ENDANGERED_IND,MARINE_F,DEU,5
ENDANGERED_IND,MOSS,DEU,104
ENDANGERED_IND,LICHEN,DEU,165
ENDANGERED_IND,INVERTEB,DEU,1011
CRITICAL_IND,AMPHIBIAN,DEU,0
CRITICAL_IND,FISH_TOT,DEU,12
CRITICAL_IND,MARINE_F,DEU,4
CRITICAL_IND,MOSS,DEU,28
CRITICAL_IND,LICHEN,DEU,306
CRITICAL_IND,INVERTEB,DEU,559
VULNERABLE_IND,FISH_TOT,DEU,23
VULNERABLE_IND,MARINE_F,DEU,12
VULNERABLE_IND,MOSS,DEU,327
VULNERABLE_IND,LICHEN,DEU,456
VULNERABLE_IND,INVERTEB,DEU,2183
THREATENED_IND,FISH_TOT,DEU,49
THREATENED_IND,MARINE_F,DEU,21
THREATENED_IND,MOSS,DEU,459
THREATENED_IND,LICHEN,DEU,927
THREATENED_IND,INVERTEB,DEU,3753
THREAT_PERCENT,FISH_TOT,DEU,26.344
THREAT_PERCENT,MARINE_F,DEU,22.581
THREAT_PERCENT,MOSS,DEU,40.946
THREAT_PERCENT,LICHEN,DEU,51.672
THREAT_PERCENT,INVERTEB,DEU,36.593
IND_PERCENT,FISH_TOT,DEU,28.488
IND_PERCENT,MARINE_F,DEU,22.581
IND_PERCENT,MOSS,DEU,40.946
IND_PERCENT,LICHEN,DEU,51.672
IND_PERCENT,INVERTEB,DEU,36.921
TOT_KNOWN,INVERTEB,ITA,58632
ENDANGERED,INVERTEB,ITA,136
CRITICAL,INVERTEB,ITA,88
VULNERABLE,INVERTEB,ITA,232
THREATENED,INVERTEB,ITA,456
THREAT_PERCENT,INVERTEB,ITA,0.778
TOT_KNOWN,MARINE_F,KOR,1078
TOT_KNOWN,FRESHW_F,KOR,202
TOT_KNOWN,INVERTEB,KOR,26541
ENDANGERED,INVERTEB,KOR,43
CRITICAL,INVERTEB,KOR,24
VULNERABLE,INVERTEB,KOR,137
THREATENED,INVERTEB,KOR,204
THREAT_PERCENT,FRESHW_F,KOR,12.871
THREAT_PERCENT,INVERTEB,KOR,0.769
TOT_KNOWN,INVERTEB,LUX,149
ENDANGERED,INVERTEB,LUX,7
VULNERABLE,INVERTEB,LUX,9
THREATENED,INVERTEB,LUX,23
THREAT_PERCENT,INVERTEB,LUX,15.436
TOT_KNOWN,MARINE_F,MEX,2224
TOT_KNOWN,FRESHW_F,MEX,505
TOT_KNOWN_IND,FRESHW_F,MEX,289
ENDANGERED,MARINE_F,MEX,1
ENDANGERED,FRESHW_F,MEX,75
ENDANGERED,INVERTEB,MEX,20
CRITICAL,FRESHW_F,MEX,12
VULNERABLE,MARINE_F,MEX,3
VULNERABLE,FRESHW_F,MEX,68
VULNERABLE,MOSS,MEX,2
VULNERABLE,INVERTEB,MEX,12
THREATENED,FRESHW_F,MEX,155
THREATENED,INVERTEB,MEX,32
ENDANGERED_IND,MARINE_F,MEX,1
ENDANGERED_IND,FRESHW_F,MEX,69
ENDANGERED_IND,INVERTEB,MEX,12
CRITICAL_IND,FRESHW_F,MEX,8
VULNERABLE_IND,FRESHW_F,MEX,58
VULNERABLE_IND,INVERTEB,MEX,1
THREATENED_IND,FRESHW_F,MEX,135
THREATENED_IND,INVERTEB,MEX,13
THREAT_PERCENT,FRESHW_F,MEX,30.693
IND_PERCENT,FRESHW_F,MEX,46.713
TOT_KNOWN,MOSS,NLD,517
TOT_KNOWN,LICHEN,NLD,683
TOT_KNOWN,INVERTEB,NLD,176
ENDANGERED,MOSS,NLD,27
ENDANGERED,LICHEN,NLD,42
ENDANGERED,INVERTEB,NLD,18
CRITICAL,MOSS,NLD,52
CRITICAL,LICHEN,NLD,49
CRITICAL,INVERTEB,NLD,25
VULNERABLE,MOSS,NLD,43
VULNERABLE,LICHEN,NLD,65
VULNERABLE,INVERTEB,NLD,11
THREATENED,MOSS,NLD,122
THREATENED,LICHEN,NLD,156
THREATENED,INVERTEB,NLD,54
THREATENED_IND,AMPHIBIAN,NLD,7
THREAT_PERCENT,MOSS,NLD,23.598
THREAT_PERCENT,LICHEN,NLD,22.84
THREAT_PERCENT,INVERTEB,NLD,30.682
IND_PERCENT,AMPHIBIAN,NLD,43.75
TOT_KNOWN,INVERTEB,NZL,33000
TOT_KNOWN_IND,MOSS,NZL,525
TOT_KNOWN_IND,LICHEN,NZL,2026
TOT_KNOWN_IND,INVERTEB,NZL,30700
ENDANGERED,MOSS,NZL,4
ENDANGERED,LICHEN,NZL,2
ENDANGERED,INVERTEB,NZL,62
CRITICAL,MOSS,NZL,14
CRITICAL,LICHEN,NZL,6
CRITICAL,INVERTEB,NZL,133
VULNERABLE,MOSS,NZL,2
VULNERABLE,LICHEN,NZL,8
VULNERABLE,INVERTEB,NZL,71
THREATENED,MOSS,NZL,20
THREATENED,LICHEN,NZL,16
THREATENED,INVERTEB,NZL,266
ENDANGERED_IND,MOSS,NZL,4
ENDANGERED_IND,LICHEN,NZL,2
ENDANGERED_IND,INVERTEB,NZL,62
CRITICAL_IND,MOSS,NZL,14
CRITICAL_IND,LICHEN,NZL,6
CRITICAL_IND,INVERTEB,NZL,133
VULNERABLE_IND,MOSS,NZL,2
VULNERABLE_IND,LICHEN,NZL,8
VULNERABLE_IND,INVERTEB,NZL,71
THREATENED_IND,MOSS,NZL,20
THREATENED_IND,LICHEN,NZL,16
THREATENED_IND,INVERTEB,NZL,266
THREAT_PERCENT,INVERTEB,NZL,0.806
IND_PERCENT,MOSS,NZL,3.81
IND_PERCENT,LICHEN,NZL,0.79
IND_PERCENT,INVERTEB,NZL,0.866
TOT_KNOWN,MOSS,NOR,1085
TOT_KNOWN,LICHEN,NOR,2032
TOT_KNOWN,INVERTEB,NOR,26917
TOT_KNOWN_IND,MOSS,NOR,1083
TOT_KNOWN_IND,LICHEN,NOR,2031
TOT_KNOWN_IND,INVERTEB,NOR,26276
ENDANGERED,MOSS,NOR,61
ENDANGERED,LICHEN,NOR,73
ENDANGERED,INVERTEB,NOR,452
CRITICAL,MOSS,NOR,22
CRITICAL,LICHEN,NOR,45
CRITICAL,INVERTEB,NOR,92
VULNERABLE,MOSS,NOR,59
VULNERABLE,LICHEN,NOR,99
VULNERABLE,INVERTEB,NOR,671
THREATENED,MOSS,NOR,142
THREATENED,LICHEN,NOR,217
THREATENED,INVERTEB,NOR,1215
ENDANGERED_IND,MOSS,NOR,61
ENDANGERED_IND,LICHEN,NOR,73
ENDANGERED_IND,INVERTEB,NOR,452
CRITICAL_IND,MOSS,NOR,22
CRITICAL_IND,LICHEN,NOR,45
CRITICAL_IND,INVERTEB,NOR,92
VULNERABLE_IND,MOSS,NOR,59
VULNERABLE_IND,LICHEN,NOR,99
VULNERABLE_IND,INVERTEB,NOR,671
THREATENED_IND,MOSS,NOR,142
THREATENED_IND,LICHEN,NOR,217
THREATENED_IND,INVERTEB,NOR,1215
THREAT_PERCENT,MOSS,NOR,13.088
THREAT_PERCENT,LICHEN,NOR,10.679
THREAT_PERCENT,INVERTEB,NOR,4.514
IND_PERCENT,MOSS,NOR,13.112
IND_PERCENT,LICHEN,NOR,10.684
IND_PERCENT,INVERTEB,NOR,4.624
TOT_KNOWN,MOSS,POL,699
TOT_KNOWN,LICHEN,POL,1683
TOT_KNOWN,INVERTEB,POL,34662
TOT_KNOWN_IND,MOSS,POL,696
TOT_KNOWN_IND,LICHEN,POL,1683
TOT_KNOWN_IND,INVERTEB,POL,34428
ENDANGERED,MOSS,POL,52
ENDANGERED,LICHEN,POL,201
ENDANGERED,INVERTEB,POL,358
CRITICAL,LICHEN,POL,179
CRITICAL,INVERTEB,POL,152
VULNERABLE,MOSS,POL,31
VULNERABLE,LICHEN,POL,165
VULNERABLE,INVERTEB,POL,570
THREATENED,MOSS,POL,83
THREATENED,LICHEN,POL,545
THREATENED,INVERTEB,POL,1080
ENDANGERED_IND,MOSS,POL,52
ENDANGERED_IND,LICHEN,POL,201
ENDANGERED_IND,INVERTEB,POL,358
CRITICAL_IND,LICHEN,POL,179
CRITICAL_IND,INVERTEB,POL,152
VULNERABLE_IND,MOSS,POL,31
VULNERABLE_IND,LICHEN,POL,165
VULNERABLE_IND,INVERTEB,POL,570
THREATENED_IND,MOSS,POL,83
THREATENED_IND,LICHEN,POL,545
THREATENED_IND,INVERTEB,POL,1080
THREAT_PERCENT,MOSS,POL,11.874
THREAT_PERCENT,LICHEN,POL,32.383
THREAT_PERCENT,INVERTEB,POL,3.116
IND_PERCENT,MOSS,POL,11.925
IND_PERCENT,LICHEN,POL,32.383
IND_PERCENT,INVERTEB,POL,3.137
TOT_KNOWN,MOSS,SVK,909
TOT_KNOWN,LICHEN,SVK,1508
TOT_KNOWN,INVERTEB,SVK,24818
ENDANGERED,MOSS,SVK,104
ENDANGERED,LICHEN,SVK,48
ENDANGERED,INVERTEB,SVK,401
CRITICAL,MOSS,SVK,95
CRITICAL,LICHEN,SVK,140
CRITICAL,INVERTEB,SVK,199
VULNERABLE,MOSS,SVK,112
VULNERABLE,LICHEN,SVK,169
VULNERABLE,INVERTEB,SVK,1036
THREATENED,MOSS,SVK,311
THREATENED,LICHEN,SVK,357
THREATENED,INVERTEB,SVK,1636
THREAT_PERCENT,MOSS,SVK,34.213
THREAT_PERCENT,LICHEN,SVK,23.674
THREAT_PERCENT,INVERTEB,SVK,6.592
TOT_KNOWN,MOSS,CHE,996
TOT_KNOWN,LICHEN,CHE,713
TOT_KNOWN,INVERTEB,CHE,3154
TOT_KNOWN_IND,MOSS,CHE,995
TOT_KNOWN_IND,LICHEN,CHE,713
TOT_KNOWN_IND,INVERTEB,CHE,3039
ENDANGERED,FISH_TOT,CHE,5
ENDANGERED,FRESHW_F,CHE,5
ENDANGERED,MOSS,CHE,58
ENDANGERED,LICHEN,CHE,96
ENDANGERED,INVERTEB,CHE,358
CRITICAL,FISH_TOT,CHE,6
CRITICAL,FRESHW_F,CHE,6
CRITICAL,MOSS,CHE,61
CRITICAL,LICHEN,CHE,45
CRITICAL,INVERTEB,CHE,229
VULNERABLE,FISH_TOT,CHE,13
VULNERABLE,FRESHW_F,CHE,13
VULNERABLE,MOSS,CHE,282
VULNERABLE,LICHEN,CHE,116
VULNERABLE,INVERTEB,CHE,487
THREATENED,FISH_TOT,CHE,24
THREATENED,FRESHW_F,CHE,24
THREATENED,MOSS,CHE,401
THREATENED,LICHEN,CHE,257
THREATENED,INVERTEB,CHE,1074
ENDANGERED_IND,MOSS,CHE,58
ENDANGERED_IND,LICHEN,CHE,96
ENDANGERED_IND,INVERTEB,CHE,358
CRITICAL_IND,MOSS,CHE,61
CRITICAL_IND,LICHEN,CHE,45
CRITICAL_IND,INVERTEB,CHE,229
VULNERABLE_IND,MOSS,CHE,282
VULNERABLE_IND,LICHEN,CHE,116
VULNERABLE_IND,INVERTEB,CHE,487
THREATENED_IND,MOSS,CHE,401
THREATENED_IND,LICHEN,CHE,257
THREATENED_IND,INVERTEB,CHE,1074
THREAT_PERCENT,MAMMAL,CHE,36.559
THREAT_PERCENT,BIRD,CHE,34.634
THREAT_PERCENT,REPTILE,CHE,78.947
THREAT_PERCENT,AMPHIBIAN,CHE,68.421
THREAT_PERCENT,VASCULAR_PLANT,CHE,25.641
THREAT_PERCENT,FISH_TOT,CHE,34.286
THREAT_PERCENT,FRESHW_F,CHE,34.286
THREAT_PERCENT,MOSS,CHE,40.261
THREAT_PERCENT,LICHEN,CHE,36.045
THREAT_PERCENT,INVERTEB,CHE,34.052
IND_PERCENT,MOSS,CHE,40.302
IND_PERCENT,LICHEN,CHE,36.045
IND_PERCENT,INVERTEB,CHE,35.341
TOT_KNOWN,LICHEN,GBR,2875
TOT_KNOWN,INVERTEB,GBR,36242
ENDANGERED,MOSS,GBR,37
ENDANGERED,LICHEN,GBR,34
ENDANGERED,INVERTEB,GBR,380
