alpha3,SPEC,IUCN,Value
SWE,FISH_TOT,VULNERABLE_IND,8
SWE,MAMMAL,THREATENED_IND,14
SWE,BIRD,THREATENED_IND,52
SWE,REPTILE,THREATENED_IND,2
SWE,AMPHIBIAN,THREATENED_IND,5
SWE,FISH_TOT,THREATENED_IND,20
SWE,MAMMAL,THREAT_PERCENT,21.538
SWE,BIRD,THREAT_PERCENT,20.233
SWE,REPTILE,THREAT_PERCENT,33.333
SWE,AMPHIBIAN,THREAT_PERCENT,38.462
SWE,VASCULAR_PLANT,THREAT_PERCENT,17.297
SWE,FISH_TOT,THREAT_PERCENT,14.184
SWE,MAMMAL,IND_PERCENT,21.538
SWE,BIRD,IND_PERCENT,20.233
SWE,REPTILE,IND_PERCENT,33.333
SWE,AMPHIBIAN,IND_PERCENT,38.462
SWE,FISH_TOT,IND_PERCENT,14.184
CHE,FISH_TOT,TOT_KNOWN,70
CHE,FRESHW_F,TOT_KNOWN,70
CHE,FISH_TOT,TOT_KNOWN_IND,55
CHE,FRESHW_F,TOT_KNOWN_IND,55
CHE,FISH_TOT,ENDANGERED_IND,5
CHE,FRESHW_F,ENDANGERED_IND,5
CHE,FISH_TOT,CRITICAL_IND,6
CHE,FRESHW_F,CRITICAL_IND,6
CHE,FISH_TOT,VULNERABLE_IND,13
CHE,FRESHW_F,VULNERABLE_IND,13
CHE,MAMMAL,THREATENED_IND,34
CHE,BIRD,THREATENED_IND,71
CHE,REPTILE,THREATENED_IND,15
CHE,AMPHIBIAN,THREATENED_IND,13
CHE,VASCULAR_PLANT,THREATENED_IND,670
CHE,FISH_TOT,THREATENED_IND,24
CHE,FRESHW_F,THREATENED_IND,24
CHE,MAMMAL,IND_PERCENT,41.975
CHE,BIRD,IND_PERCENT,35.678
CHE,REPTILE,IND_PERCENT,78.947
CHE,AMPHIBIAN,IND_PERCENT,72.222
CHE,VASCULAR_PLANT,IND_PERCENT,25.641
CHE,FISH_TOT,IND_PERCENT,43.636
CHE,FRESHW_F,IND_PERCENT,43.636
TUR,FISH_TOT,TOT_KNOWN,716
TUR,MARINE_F,TOT_KNOWN,480
TUR,FRESHW_F,TOT_KNOWN,236
TUR,MAMMAL,THREAT_PERCENT,14.286
TUR,BIRD,THREAT_PERCENT,3.696
TUR,AMPHIBIAN,THREAT_PERCENT,7.092
TUR,VASCULAR_PLANT,THREAT_PERCENT,10.951
GBR,FISH_TOT,TOT_KNOWN,622
GBR,FRESHW_F,ENDANGERED,3
GBR,FRESHW_F,VULNERABLE,1
GBR,FRESHW_F,THREATENED,4
GBR,FISH_TOT,ENDANGERED_IND,11
GBR,FRESHW_F,ENDANGERED_IND,1
GBR,FISH_TOT,CRITICAL_IND,7
GBR,FISH_TOT,VULNERABLE_IND,24
GBR,MAMMAL,THREATENED_IND,11
GBR,BIRD,THREATENED_IND,134
GBR,VASCULAR_PLANT,THREATENED_IND,826
GBR,FISH_TOT,THREATENED_IND,42
GBR,FRESHW_F,THREATENED_IND,1
GBR,VASCULAR_PLANT,THREAT_PERCENT,18.106
USA,FRESHW_F,TOT_KNOWN,882
USA,FRESHW_F,TOT_KNOWN_IND,808
USA,FRESHW_F,ENDANGERED,72
USA,FRESHW_F,CRITICAL,99
USA,FRESHW_F,VULNERABLE,109
USA,FRESHW_F,THREATENED,280
USA,FRESHW_F,ENDANGERED_IND,71
USA,FRESHW_F,CRITICAL_IND,98
USA,FRESHW_F,VULNERABLE_IND,109
USA,MAMMAL,THREATENED_IND,76
USA,BIRD,THREATENED_IND,97
USA,REPTILE,THREATENED_IND,61
USA,AMPHIBIAN,THREATENED_IND,109
USA,VASCULAR_PLANT,THREATENED_IND,5366
USA,FRESHW_F,THREATENED_IND,278
USA,MAMMAL,THREAT_PERCENT,17.219
USA,BIRD,THREAT_PERCENT,12.154
USA,REPTILE,THREAT_PERCENT,17.971
USA,AMPHIBIAN,THREAT_PERCENT,40.37
USA,VASCULAR_PLANT,THREAT_PERCENT,27.467
USA,FRESHW_F,THREAT_PERCENT,31.746
USA,MAMMAL,IND_PERCENT,17.757
USA,BIRD,IND_PERCENT,12.663
USA,REPTILE,IND_PERCENT,20.266
USA,AMPHIBIAN,IND_PERCENT,41.923
USA,VASCULAR_PLANT,IND_PERCENT,32.963
USA,FRESHW_F,IND_PERCENT,34.406
CHL,FISH_TOT,TOT_KNOWN_IND,1226
CHL,MARINE_F,TOT_KNOWN_IND,1182
CHL,FRESHW_F,TOT_KNOWN_IND,44
CHL,FISH_TOT,ENDANGERED,23
CHL,FRESHW_F,ENDANGERED,23
CHL,FISH_TOT,VULNERABLE,14
CHL,MARINE_F,VULNERABLE,1
CHL,FRESHW_F,VULNERABLE,13
CHL,FISH_TOT,THREATENED,38
CHL,MARINE_F,THREATENED,1
CHL,FRESHW_F,THREATENED,37
CHL,FISH_TOT,ENDANGERED_IND,23
CHL,FRESHW_F,ENDANGERED_IND,23
CHL,FISH_TOT,VULNERABLE_IND,14
CHL,MARINE_F,VULNERABLE_IND,1
CHL,FRESHW_F,VULNERABLE_IND,13
CHL,MAMMAL,THREATENED_IND,36
CHL,BIRD,THREATENED_IND,45
CHL,REPTILE,THREATENED_IND,52
CHL,AMPHIBIAN,THREATENED_IND,44
CHL,VASCULAR_PLANT,THREATENED_IND,418
CHL,FISH_TOT,THREATENED_IND,38
CHL,MARINE_F,THREATENED_IND,1
CHL,FRESHW_F,THREATENED_IND,37
CHL,MAMMAL,THREAT_PERCENT,20.571
CHL,BIRD,THREAT_PERCENT,9.036
CHL,REPTILE,THREAT_PERCENT,39.695
CHL,AMPHIBIAN,THREAT_PERCENT,67.692
CHL,MAMMAL,IND_PERCENT,22.222
CHL,BIRD,IND_PERCENT,9.146
CHL,REPTILE,IND_PERCENT,42.623
CHL,AMPHIBIAN,IND_PERCENT,68.75
CHL,FISH_TOT,IND_PERCENT,3.1
CHL,MARINE_F,IND_PERCENT,0.085
CHL,FRESHW_F,IND_PERCENT,84.091
EST,FISH_TOT,TOT_KNOWN,85
EST,MARINE_F,TOT_KNOWN,64
EST,FRESHW_F,TOT_KNOWN,41
EST,FISH_TOT,TOT_KNOWN_IND,65
EST,MARINE_F,TOT_KNOWN_IND,54
EST,FRESHW_F,TOT_KNOWN_IND,38
EST,FISH_TOT,ENDANGERED,1
EST,FISH_TOT,CRITICAL,4
EST,MARINE_F,CRITICAL,2
EST,FRESHW_F,CRITICAL,4
EST,FISH_TOT,VULNERABLE,1
EST,FRESHW_F,VULNERABLE,1
EST,FISH_TOT,THREATENED,6
EST,MARINE_F,THREATENED,2
EST,FRESHW_F,THREATENED,5
EST,FISH_TOT,ENDANGERED_IND,1
EST,FISH_TOT,CRITICAL_IND,4
EST,MARINE_F,CRITICAL_IND,2
EST,FRESHW_F,CRITICAL_IND,4
EST,FISH_TOT,VULNERABLE_IND,1
EST,FRESHW_F,VULNERABLE_IND,1
EST,MAMMAL,THREATENED_IND,2
EST,BIRD,THREATENED_IND,38
EST,REPTILE,THREATENED_IND,1
EST,AMPHIBIAN,THREATENED_IND,4
EST,VASCULAR_PLANT,THREATENED_IND,178
EST,FISH_TOT,THREATENED_IND,6
EST,MARINE_F,THREATENED_IND,2
EST,FRESHW_F,THREATENED_IND,5
EST,MAMMAL,THREAT_PERCENT,3.077
EST,BIRD,THREAT_PERCENT,10.08
EST,REPTILE,THREAT_PERCENT,50
EST,AMPHIBIAN,THREAT_PERCENT,44.444
EST,VASCULAR_PLANT,THREAT_PERCENT,9.388
EST,FISH_TOT,THREAT_PERCENT,7.059
EST,MARINE_F,THREAT_PERCENT,3.125
EST,FRESHW_F,THREAT_PERCENT,12.195
EST,MAMMAL,IND_PERCENT,3.279
EST,BIRD,IND_PERCENT,10.27
EST,REPTILE,IND_PERCENT,50
EST,AMPHIBIAN,IND_PERCENT,50
EST,VASCULAR_PLANT,IND_PERCENT,13.333
EST,FISH_TOT,IND_PERCENT,9.231
EST,MARINE_F,IND_PERCENT,3.704
EST,FRESHW_F,IND_PERCENT,13.158
ISR,MAMMAL,THREATENED_IND,61
ISR,REPTILE,THREATENED_IND,35
ISR,MAMMAL,IND_PERCENT,58.095
ISR,REPTILE,IND_PERCENT,33.333
RUS,FRESHW_F,TOT_KNOWN,277
RUS,FRESHW_F,THREATENED,34
RUS,MAMMAL,THREAT_PERCENT,12.5
RUS,BIRD,THREAT_PERCENT,7.65
RUS,REPTILE,THREAT_PERCENT,12
RUS,AMPHIBIAN,THREAT_PERCENT,18.519
RUS,VASCULAR_PLANT,THREAT_PERCENT,1.763
RUS,FRESHW_F,THREAT_PERCENT,12.274
SVN,FISH_TOT,TOT_KNOWN,273
SVN,MARINE_F,TOT_KNOWN,188
SVN,FRESHW_F,TOT_KNOWN,85
SVN,FISH_TOT,ENDANGERED,40
SVN,MARINE_F,ENDANGERED,9
SVN,FRESHW_F,ENDANGERED,31
SVN,FISH_TOT,VULNERABLE,10
SVN,MARINE_F,VULNERABLE,1
SVN,FRESHW_F,VULNERABLE,9
SVN,FISH_TOT,THREATENED,50
SVN,MARINE_F,THREATENED,10
SVN,FRESHW_F,THREATENED,40
SVN,FISH_TOT,ENDANGERED_IND,40
SVN,MARINE_F,ENDANGERED_IND,9
SVN,FRESHW_F,ENDANGERED_IND,31
SVN,FISH_TOT,VULNERABLE_IND,10
SVN,MARINE_F,VULNERABLE_IND,1
SVN,FRESHW_F,VULNERABLE_IND,9
SVN,MAMMAL,THREATENED_IND,34
SVN,BIRD,THREATENED_IND,105
SVN,REPTILE,THREATENED_IND,18
SVN,AMPHIBIAN,THREATENED_IND,17
SVN,VASCULAR_PLANT,THREATENED_IND,334
SVN,FISH_TOT,THREATENED_IND,50
SVN,MARINE_F,THREATENED_IND,10
SVN,FRESHW_F,THREATENED_IND,40
SVN,MAMMAL,THREAT_PERCENT,38.202
SVN,BIRD,THREAT_PERCENT,27.632
SVN,REPTILE,THREAT_PERCENT,75
SVN,AMPHIBIAN,THREAT_PERCENT,80.952
SVN,VASCULAR_PLANT,THREAT_PERCENT,9.676
SVN,FISH_TOT,THREAT_PERCENT,18.315
SVN,MARINE_F,THREAT_PERCENT,5.319
SVN,FRESHW_F,THREAT_PERCENT,47.059
SVN,BIRD,IND_PERCENT,28.767
SVN,REPTILE,IND_PERCENT,75
SVN,AMPHIBIAN,IND_PERCENT,80.952
SVN,VASCULAR_PLANT,IND_PERCENT,10.709
CHL,VASCULAR_PLANT,TOT_KNOWN_IND,5670
CHL,MAMMAL,CRITICAL,3
CHL,AMPHIBIAN,CRITICAL,10
CHL,VASCULAR_PLANT,CRITICAL,71
CHL,FISH_TOT,CRITICAL,1
CHL,FRESHW_F,CRITICAL,1
CHL,MAMMAL,CRITICAL_IND,3
CHL,AMPHIBIAN,CRITICAL_IND,10
CHL,VASCULAR_PLANT,CRITICAL_IND,71
CHL,FISH_TOT,CRITICAL_IND,1
CHL,FRESHW_F,CRITICAL_IND,1
CHL,VASCULAR_PLANT,IND_PERCENT,7.372
FRA,FISH_TOT,TOT_KNOWN,69
ITA,FISH_TOT,ENDANGERED,12
ITA,MARINE_F,ENDANGERED,6
ITA,FISH_TOT,CRITICAL,21
ITA,MARINE_F,CRITICAL,10
ITA,FISH_TOT,VULNERABLE,14
ITA,MARINE_F,VULNERABLE,6
ITA,FISH_TOT,THREATENED,47
ITA,MARINE_F,THREATENED,22
ITA,FISH_TOT,THREAT_PERCENT,7.332
ITA,MARINE_F,THREAT_PERCENT,4.044
NZL,FISH_TOT,TOT_KNOWN,289
NZL,MARINE_F,TOT_KNOWN,214
NZL,FISH_TOT,TOT_KNOWN_IND,258
NZL,MARINE_F,TOT_KNOWN_IND,204
NZL,FISH_TOT,ENDANGERED_IND,6
NZL,FISH_TOT,CRITICAL_IND,4
NZL,FISH_TOT,VULNERABLE_IND,12
NZL,FISH_TOT,THREATENED_IND,22
NZL,FISH_TOT,IND_PERCENT,8.527
SWE,VASCULAR_PLANT,ENDANGERED_IND,114
SWE,VASCULAR_PLANT,CRITICAL_IND,43
SWE,VASCULAR_PLANT,VULNERABLE_IND,113
SWE,VASCULAR_PLANT,THREATENED_IND,270
SWE,VASCULAR_PLANT,IND_PERCENT,17.297
CAN,MOSS,TOT_KNOWN,1373
CAN,MOSS,TOT_KNOWN_IND,1364
CAN,MOSS,ENDANGERED,85
CAN,LICHEN,ENDANGERED,51
CAN,MOSS,VULNERABLE,134
CAN,LICHEN,VULNERABLE,63
CAN,MOSS,THREATENED,294
CAN,LICHEN,THREATENED,184
CAN,MOSS,ENDANGERED_IND,85
CAN,LICHEN,ENDANGERED_IND,51
CAN,MOSS,VULNERABLE_IND,134
CAN,LICHEN,VULNERABLE_IND,63
CAN,MOSS,THREATENED_IND,294
CAN,LICHEN,THREATENED_IND,184
CAN,MOSS,THREAT_PERCENT,21.413
CAN,MOSS,IND_PERCENT,21.554
FIN,MOSS,TOT_KNOWN,892
FIN,LICHEN,TOT_KNOWN,1594
FIN,INVERTEB,TOT_KNOWN,23950
FIN,MOSS,TOT_KNOWN_IND,892
FIN,LICHEN,TOT_KNOWN_IND,1594
FIN,INVERTEB,TOT_KNOWN_IND,23950
FIN,REPTILE,ENDANGERED,0
FIN,AMPHIBIAN,ENDANGERED,1
FIN,MOSS,ENDANGERED,70
FIN,LICHEN,ENDANGERED,81
FIN,INVERTEB,ENDANGERED,393
FIN,REPTILE,CRITICAL,0
FIN,AMPHIBIAN,CRITICAL,0
FIN,MOSS,CRITICAL,37
FIN,LICHEN,CRITICAL,63
FIN,INVERTEB,CRITICAL,123
FIN,MOSS,VULNERABLE,76
FIN,LICHEN,VULNERABLE,124
FIN,INVERTEB,VULNERABLE,739
FIN,MOSS,THREATENED,183
FIN,LICHEN,THREATENED,268
FIN,INVERTEB,THREATENED,1255
FIN,AMPHIBIAN,ENDANGERED_IND,1
FIN,MOSS,ENDANGERED_IND,70
FIN,LICHEN,ENDANGERED_IND,81
FIN,INVERTEB,ENDANGERED_IND,393
FIN,MOSS,CRITICAL_IND,37
FIN,LICHEN,CRITICAL_IND,63
FIN,INVERTEB,CRITICAL_IND,123
FIN,MOSS,VULNERABLE_IND,76
FIN,LICHEN,VULNERABLE_IND,124
FIN,INVERTEB,VULNERABLE_IND,739
FIN,MOSS,THREATENED_IND,183
FIN,LICHEN,THREATENED_IND,268
FIN,INVERTEB,THREATENED_IND,1255
FIN,MOSS,THREAT_PERCENT,20.516
FIN,LICHEN,THREAT_PERCENT,16.813
FIN,INVERTEB,THREAT_PERCENT,5.24
FIN,MOSS,IND_PERCENT,20.516
FIN,LICHEN,IND_PERCENT,16.813
FIN,INVERTEB,IND_PERCENT,5.24
DEU,FISH_TOT,TOT_KNOWN,186
DEU,MARINE_F,TOT_KNOWN,93
DEU,MOSS,TOT_KNOWN,1121
DEU,LICHEN,TOT_KNOWN,1794
DEU,INVERTEB,TOT_KNOWN,10256
DEU,FISH_TOT,TOT_KNOWN_IND,172
DEU,MARINE_F,TOT_KNOWN_IND,93
DEU,MOSS,TOT_KNOWN_IND,1121
DEU,LICHEN,TOT_KNOWN_IND,1794
DEU,INVERTEB,TOT_KNOWN_IND,10165
DEU,FISH_TOT,ENDANGERED,14
DEU,MARINE_F,ENDANGERED,5
DEU,MOSS,ENDANGERED,104
DEU,LICHEN,ENDANGERED,165
DEU,INVERTEB,ENDANGERED,1011
DEU,AMPHIBIAN,CRITICAL,0
DEU,FISH_TOT,CRITICAL,12
DEU,MARINE_F,CRITICAL,4
DEU,MOSS,CRITICAL,28
DEU,LICHEN,CRITICAL,306
DEU,INVERTEB,CRITICAL,559
DEU,FISH_TOT,VULNERABLE,23
DEU,MARINE_F,VULNERABLE,12
DEU,MOSS,VULNERABLE,327
DEU,LICHEN,VULNERABLE,456
DEU,INVERTEB,VULNERABLE,2183
DEU,FISH_TOT,THREATENED,49
DEU,MARINE_F,THREATENED,21
DEU,MOSS,THREATENED,459
DEU,LICHEN,THREATENED,927
DEU,INVERTEB,THREATENED,3753
DEU,FISH_TOT,ENDANGERED_IND,14
DEU,MARINE_F,ENDANGERED_IND,5
DEU,MOSS,ENDANGERED_IND,104
DEU,LICHEN,ENDANGERED_IND,165
DEU,INVERTEB,ENDANGERED_IND,1011
DEU,AMPHIBIAN,CRITICAL_IND,0
DEU,FISH_TOT,CRITICAL_IND,12
DEU,MARINE_F,CRITICAL_IND,4
DEU,MOSS,CRITICAL_IND,28
DEU,LICHEN,CRITICAL_IND,306
DEU,INVERTEB,CRITICAL_IND,559
DEU,FISH_TOT,VULNERABLE_IND,23
DEU,MARINE_F,VULNERABLE_IND,12
DEU,MOSS,VULNERABLE_IND,327
DEU,LICHEN,VULNERABLE_IND,456
DEU,INVERTEB,VULNERABLE_IND,2183
DEU,FISH_TOT,THREATENED_IND,49
DEU,MARINE_F,THREATENED_IND,21
DEU,MOSS,THREATENED_IND,459
DEU,LICHEN,THREATENED_IND,927
DEU,INVERTEB,THREATENED_IND,3753
DEU,FISH_TOT,THREAT_PERCENT,26.344
DEU,MARINE_F,THREAT_PERCENT,22.581
DEU,MOSS,THREAT_PERCENT,40.946
DEU,LICHEN,THREAT_PERCENT,51.672
DEU,INVERTEB,THREAT_PERCENT,36.593
DEU,FISH_TOT,IND_PERCENT,28.488
DEU,MARINE_F,IND_PERCENT,22.581
DEU,MOSS,IND_PERCENT,40.946
DEU,LICHEN,IND_PERCENT,51.672
DEU,INVERTEB,IND_PERCENT,36.921
ITA,INVERTEB,TOT_KNOWN,58632
ITA,INVERTEB,ENDANGERED,136
ITA,INVERTEB,CRITICAL,88
ITA,INVERTEB,VULNERABLE,232
ITA,INVERTEB,THREATENED,456
ITA,INVERTEB,THREAT_PERCENT,0.778
KOR,MARINE_F,TOT_KNOWN,1078
KOR,FRESHW_F,TOT_KNOWN,202
KOR,INVERTEB,TOT_KNOWN,26541
KOR,INVERTEB,ENDANGERED,43
KOR,INVERTEB,CRITICAL,24
KOR,INVERTEB,VULNERABLE,137
KOR,INVERTEB,THREATENED,204
KOR,FRESHW_F,THREAT_PERCENT,12.871
KOR,INVERTEB,THREAT_PERCENT,0.769
LUX,INVERTEB,TOT_KNOWN,149
LUX,INVERTEB,ENDANGERED,7
LUX,INVERTEB,VULNERABLE,9
LUX,INVERTEB,THREATENED,23
LUX,INVERTEB,THREAT_PERCENT,15.436
MEX,MARINE_F,TOT_KNOWN,2224
MEX,FRESHW_F,TOT_KNOWN,505
MEX,FRESHW_F,TOT_KNOWN_IND,289
MEX,MARINE_F,ENDANGERED,1
MEX,FRESHW_F,ENDANGERED,75
MEX,INVERTEB,ENDANGERED,20
MEX,FRESHW_F,CRITICAL,12
MEX,MARINE_F,VULNERABLE,3
MEX,FRESHW_F,VULNERABLE,68
MEX,MOSS,VULNERABLE,2
MEX,INVERTEB,VULNERABLE,12
MEX,FRESHW_F,THREATENED,155
MEX,INVERTEB,THREATENED,32
MEX,MARINE_F,ENDANGERED_IND,1
MEX,FRESHW_F,ENDANGERED_IND,69
MEX,INVERTEB,ENDANGERED_IND,12
MEX,FRESHW_F,CRITICAL_IND,8
MEX,FRESHW_F,VULNERABLE_IND,58
MEX,INVERTEB,VULNERABLE_IND,1
MEX,FRESHW_F,THREATENED_IND,135
MEX,INVERTEB,THREATENED_IND,13
MEX,FRESHW_F,THREAT_PERCENT,30.693
MEX,FRESHW_F,IND_PERCENT,46.713
NLD,MOSS,TOT_KNOWN,517
NLD,LICHEN,TOT_KNOWN,683
NLD,INVERTEB,TOT_KNOWN,176
NLD,MOSS,ENDANGERED,27
NLD,LICHEN,ENDANGERED,42
NLD,INVERTEB,ENDANGERED,18
NLD,MOSS,CRITICAL,52
NLD,LICHEN,CRITICAL,49
NLD,INVERTEB,CRITICAL,25
NLD,MOSS,VULNERABLE,43
NLD,LICHEN,VULNERABLE,65
NLD,INVERTEB,VULNERABLE,11
NLD,MOSS,THREATENED,122
NLD,LICHEN,THREATENED,156
NLD,INVERTEB,THREATENED,54
NLD,AMPHIBIAN,THREATENED_IND,7
NLD,MOSS,THREAT_PERCENT,23.598
NLD,LICHEN,THREAT_PERCENT,22.84
NLD,INVERTEB,THREAT_PERCENT,30.682
NLD,AMPHIBIAN,IND_PERCENT,43.75
NZL,INVERTEB,TOT_KNOWN,33000
NZL,MOSS,TOT_KNOWN_IND,525
NZL,LICHEN,TOT_KNOWN_IND,2026
NZL,INVERTEB,TOT_KNOWN_IND,30700
NZL,MOSS,ENDANGERED,4
NZL,LICHEN,ENDANGERED,2
NZL,INVERTEB,ENDANGERED,62
NZL,MOSS,CRITICAL,14
NZL,LICHEN,CRITICAL,6
NZL,INVERTEB,CRITICAL,133
NZL,MOSS,VULNERABLE,2
NZL,LICHEN,VULNERABLE,8
NZL,INVERTEB,VULNERABLE,71
NZL,MOSS,THREATENED,20
NZL,LICHEN,THREATENED,16
NZL,INVERTEB,THREATENED,266
NZL,MOSS,ENDANGERED_IND,4
NZL,LICHEN,ENDANGERED_IND,2
NZL,INVERTEB,ENDANGERED_IND,62
NZL,MOSS,CRITICAL_IND,14
NZL,LICHEN,CRITICAL_IND,6
NZL,INVERTEB,CRITICAL_IND,133
NZL,MOSS,VULNERABLE_IND,2
NZL,LICHEN,VULNERABLE_IND,8
NZL,INVERTEB,VULNERABLE_IND,71
NZL,MOSS,THREATENED_IND,20
NZL,LICHEN,THREATENED_IND,16
NZL,INVERTEB,THREATENED_IND,266
NZL,INVERTEB,THREAT_PERCENT,0.806
NZL,MOSS,IND_PERCENT,3.81
NZL,LICHEN,IND_PERCENT,0.79
NZL,INVERTEB,IND_PERCENT,0.866
NOR,MOSS,TOT_KNOWN,1085
NOR,LICHEN,TOT_KNOWN,2032
NOR,INVERTEB,TOT_KNOWN,26917
NOR,MOSS,TOT_KNOWN_IND,1083
NOR,LICHEN,TOT_KNOWN_IND,2031
NOR,INVERTEB,TOT_KNOWN_IND,26276
NOR,MOSS,ENDANGERED,61
NOR,LICHEN,ENDANGERED,73
NOR,INVERTEB,ENDANGERED,452
NOR,MOSS,CRITICAL,22
NOR,LICHEN,CRITICAL,45
NOR,INVERTEB,CRITICAL,92
NOR,MOSS,VULNERABLE,59
NOR,LICHEN,VULNERABLE,99
NOR,INVERTEB,VULNERABLE,671
NOR,MOSS,THREATENED,142
NOR,LICHEN,THREATENED,217
NOR,INVERTEB,THREATENED,1215
NOR,MOSS,ENDANGERED_IND,61
NOR,LICHEN,ENDANGERED_IND,73
NOR,INVERTEB,ENDANGERED_IND,452
NOR,MOSS,CRITICAL_IND,22
NOR,LICHEN,CRITICAL_IND,45
NOR,INVERTEB,CRITICAL_IND,92
NOR,MOSS,VULNERABLE_IND,59
NOR,LICHEN,VULNERABLE_IND,99
NOR,INVERTEB,VULNERABLE_IND,671
NOR,MOSS,THREATENED_IND,142
NOR,LICHEN,THREATENED_IND,217
NOR,INVERTEB,THREATENED_IND,1215
NOR,MOSS,THREAT_PERCENT,13.088
NOR,LICHEN,THREAT_PERCENT,10.679
NOR,INVERTEB,THREAT_PERCENT,4.514
NOR,MOSS,IND_PERCENT,13.112
NOR,LICHEN,IND_PERCENT,10.684
NOR,INVERTEB,IND_PERCENT,4.624
POL,MOSS,TOT_KNOWN,699
POL,LICHEN,TOT_KNOWN,1683
POL,INVERTEB,TOT_KNOWN,34662
POL,MOSS,TOT_KNOWN_IND,696
POL,LICHEN,TOT_KNOWN_IND,1683
POL,INVERTEB,TOT_KNOWN_IND,34428
POL,MOSS,ENDANGERED,52
POL,LICHEN,ENDANGERED,201
POL,INVERTEB,ENDANGERED,358
POL,LICHEN,CRITICAL,179
POL,INVERTEB,CRITICAL,152
POL,MOSS,VULNERABLE,31
POL,LICHEN,VULNERABLE,165
POL,INVERTEB,VULNERABLE,570
POL,MOSS,THREATENED,83
POL,LICHEN,THREATENED,545
POL,INVERTEB,THREATENED,1080
POL,MOSS,ENDANGERED_IND,52
POL,LICHEN,ENDANGERED_IND,201
POL,INVERTEB,ENDANGERED_IND,358
POL,LICHEN,CRITICAL_IND,179
POL,INVERTEB,CRITICAL_IND,152
POL,MOSS,VULNERABLE_IND,31
POL,LICHEN,VULNERABLE_IND,165
POL,INVERTEB,VULNERABLE_IND,570
POL,MOSS,THREATENED_IND,83
POL,LICHEN,THREATENED_IND,545
POL,INVERTEB,THREATENED_IND,1080
POL,MOSS,THREAT_PERCENT,11.874
POL,LICHEN,THREAT_PERCENT,32.383
POL,INVERTEB,THREAT_PERCENT,3.116
POL,MOSS,IND_PERCENT,11.925
POL,LICHEN,IND_PERCENT,32.383
POL,INVERTEB,IND_PERCENT,3.137
SVK,MOSS,TOT_KNOWN,909
SVK,LICHEN,TOT_KNOWN,1508
SVK,INVERTEB,TOT_KNOWN,24818
SVK,MOSS,ENDANGERED,104
SVK,LICHEN,ENDANGERED,48
SVK,INVERTEB,ENDANGERED,401
SVK,MOSS,CRITICAL,95
SVK,LICHEN,CRITICAL,140
SVK,INVERTEB,CRITICAL,199
SVK,MOSS,VULNERABLE,112
SVK,LICHEN,VULNERABLE,169
SVK,INVERTEB,VULNERABLE,1036
SVK,MOSS,THREATENED,311
SVK,LICHEN,THREATENED,357
SVK,INVERTEB,THREATENED,1636
SVK,MOSS,THREAT_PERCENT,34.213
SVK,LICHEN,THREAT_PERCENT,23.674
SVK,INVERTEB,THREAT_PERCENT,6.592
CHE,MOSS,TOT_KNOWN,996
CHE,LICHEN,TOT_KNOWN,713
CHE,INVERTEB,TOT_KNOWN,3154
CHE,MOSS,TOT_KNOWN_IND,995
CHE,LICHEN,TOT_KNOWN_IND,713
CHE,INVERTEB,TOT_KNOWN_IND,3039
CHE,FISH_TOT,ENDANGERED,5
CHE,FRESHW_F,ENDANGERED,5
CHE,MOSS,ENDANGERED,58
CHE,LICHEN,ENDANGERED,96
CHE,INVERTEB,ENDANGERED,358
CHE,FISH_TOT,CRITICAL,6
CHE,FRESHW_F,CRITICAL,6
CHE,MOSS,CRITICAL,61
CHE,LICHEN,CRITICAL,45
CHE,INVERTEB,CRITICAL,229
CHE,FISH_TOT,VULNERABLE,13
CHE,FRESHW_F,VULNERABLE,13
CHE,MOSS,VULNERABLE,282
CHE,LICHEN,VULNERABLE,116
CHE,INVERTEB,VULNERABLE,487
CHE,FISH_TOT,THREATENED,24
CHE,FRESHW_F,THREATENED,24
CHE,MOSS,THREATENED,401
CHE,LICHEN,THREATENED,257
CHE,INVERTEB,THREATENED,1074
CHE,MOSS,ENDANGERED_IND,58
CHE,LICHEN,ENDANGERED_IND,96
CHE,INVERTEB,ENDANGERED_IND,358
CHE,MOSS,CRITICAL_IND,61
CHE,LICHEN,CRITICAL_IND,45
CHE,INVERTEB,CRITICAL_IND,229
CHE,MOSS,VULNERABLE_IND,282
CHE,LICHEN,VULNERABLE_IND,116
CHE,INVERTEB,VULNERABLE_IND,487
CHE,MOSS,THREATENED_IND,401
CHE,LICHEN,THREATENED_IND,257
CHE,INVERTEB,THREATENED_IND,1074
CHE,MAMMAL,THREAT_PERCENT,36.559
CHE,BIRD,THREAT_PERCENT,34.634
CHE,REPTILE,THREAT_PERCENT,78.947
CHE,AMPHIBIAN,THREAT_PERCENT,68.421
CHE,VASCULAR_PLANT,THREAT_PERCENT,25.641
CHE,FISH_TOT,THREAT_PERCENT,34.286
CHE,FRESHW_F,THREAT_PERCENT,34.286
CHE,MOSS,THREAT_PERCENT,40.261
CHE,LICHEN,THREAT_PERCENT,36.045
CHE,INVERTEB,THREAT_PERCENT,34.052
CHE,MOSS,IND_PERCENT,40.302
CHE,LICHEN,IND_PERCENT,36.045
CHE,INVERTEB,IND_PERCENT,35.341
GBR,LICHEN,TOT_KNOWN,2875
GBR,INVERTEB,TOT_KNOWN,36242
GBR,MOSS,ENDANGERED,37
GBR,LICHEN,ENDANGERED,34
GBR,INVERTEB,ENDANGERED,380
